1.844071,0.214614,-0.146549,3.000000
1.839128,0.218748,-0.146289,3.000000
1.839401,0.218981,-0.147810,3.000000
1.840680,0.229024,-0.152578,3.000000
1.895580,0.236759,-0.157792,3.000000
2.607406,0.088545,-0.132602,3.000000
3.614321,-0.060484,-0.164859,3.000000
4.515347,-0.238848,-0.199552,3.000000
5.391640,-0.427744,-0.175079,3.000000
6.284452,-0.577074,-0.132934,3.000000
7.159625,-0.711902,-0.023345,3.000000
8.050526,-0.332308,0.532440,3.000000
8.706751,0.452883,0.966579,3.000000
9.048242,1.388193,1.220526,3.000000
9.291959,2.287980,1.284931,3.000000
9.546006,3.176675,1.330840,3.000000
9.722986,4.108898,1.394124,3.000000
9.883027,4.996559,1.412616,3.000000
10.089476,6.107234,1.416385,3.000000
10.229512,7.084049,1.446882,3.000000
10.109881,7.931632,1.843676,3.000000
9.486089,8.515749,2.527662,3.000000
8.490507,8.692908,-3.114584,3.000000
7.687778,8.282867,-2.473397,3.000000
7.193930,7.490921,-1.969414,3.000000
6.966387,6.480084,-1.756070,3.000000
6.743044,5.395062,-1.786820,3.000000
6.497228,4.451074,-1.841359,3.000000
5.853872,3.782717,-2.432476,3.000000
4.970278,3.587889,-3.059189,3.000000
3.940834,3.790655,2.944898,3.000000
3.047575,4.003170,2.954460,3.000000
2.121399,4.158048,3.013558,3.000000
1.243953,4.014038,-2.823514,3.000000
0.557709,3.418351,-2.287332,3.000000
0.223837,2.544379,-1.872698,3.000000
0.169496,1.549759,-1.552691,3.000000
0.606836,0.722323,-0.868341,3.000000
1.360725,0.295817,-0.377493,3.000000
2.506542,0.118873,-0.188507,3.000000
