10.233341,3.286415,1.243744,4.8,1.2,1682272006
10.36851,3.746069,1.299763,4.8,1.2,1682272007
10.519611,4.725394,1.428855,4.8,1.2,1682272008
10.613814,5.747777,1.526926,4.5,1.0,1682272009
10.528705,6.558216,1.80689,4.5,0.75,1682272010
10.133643,7.326452,2.21169,4.5,0.75,1682272011
9.38172,7.809822,2.71615,4.5,0.5,1682272012
8.440315,7.787536,-2.933037,4.6,0.75,1682272013
7.715727,7.220639,-2.357747,4.7,0.75,1682272014
7.113442,6.513903,-2.247829,4.8,0.75,1682272015
6.52424,5.853128,-2.246215,4.8,1.0,1682272016
5.826799,5.166037,-2.412374,4.8,1.0,1682272017
4.915329,4.613104,-2.660942,4.8,1.0,1682272018
4.150072,4.220921,-2.794429,4.8,1.0,1682272019
3.175238,3.940181,-2.815265,4.7,1.0,1682272020
2.252781,3.714827,-2.780442,4.7,0.75,1682272021
1.493991,3.201009,-2.429696,4.6,0.5,1682272022
1.057344,2.386954,-1.937216,4.6,0.5,1682272023
1.255851,1.404908,-1.423582,4.6,0.5,1682272024
1.750303,0.618549,-1.037151,4.5,0.75,1682272025
2.494534,-0.041058,-0.737461,4.5,0.75,1682272026
3.388067,-0.565935,-0.468555,4.6,0.75,1682272027
4.363282,-0.949468,-0.216295,4.7,1.0,1682272028
5.217235,-1.086559,-0.091649,4.8,1.2,1682272029
6.105574,-1.071557,0.105771,4.8,1.2,1682272030
6.904087,-0.782241,0.387283,4.8,1.2,1682272031
7.758346,-0.254074,0.66453,4.8,1.2,1682272032
8.6,0.357,0.812411,4.8,1.2,1682272033
9.088444,0.949313,0.928096,4.8,1.2,1682272034
9.46596,1.637412,1.099845,4.8,1.2,1682272035
9.96,2.56,1.253727,4.8,1.2,1682272036
