8.981,8.892,1.394921,3,0.5
7.892,8.787,1.366248,3,0.5
7.24,8.18,1.413072,3,0.5
6.804,6.509,1.402448,3,0.5
6.349,4.192,1.727163,3,0.5
5.408,3.352,2.438376,3,0.5
1.797,3.622,-1.768263,3,0.5
0.808,3.417,-2.269003,3,0.5
-0.05,2.425,-1.939447,3,0.5
0.094,1.332,-1.628083,3,0.5
1.254,0.57,0.341781,3,0.5
3.79,-0.137,1.401428,3,0.5
6.224,-0.728,2.461075,3,0.5
7.379,-0.572,3.520722,3,0.5
8.364,-0.311,4.580369,3,0.5
8.93,0.319,5.640016,3,0.5
9.239,1.492,6.699663,3,0.5
9.809,4.329,7.75931,3,0.5
10.15,6.326,8.818957,3,0.5
10.251,7.584,9.878604,3,0.5
