2.168000,0.833000,1682272208.000000
2.229000,0.870000,1682272209.000000
2.297000,0.695000,1682272210.000000
2.364000,0.744000,1682272211.000000
2.215000,0.901000,1682272212.000000
2.133000,1.616000,1682272213.000000
1.959000,3.342000,1682272214.000000
1.697000,4.662000,1682272215.000000
0.828000,5.126000,1682272216.000000
1.325000,2.402000,1682272217.000000
1.629000,1.548000,1682272218.000000
2.208000,1.126000,1682272219.000000
2.874000,0.572000,1682272220.000000
2.273000,1.711000,1682272221.000000
2.592000,2.069000,1682272222.000000
1.931000,2.644000,1682272223.000000
1.328000,3.181000,1682272224.000000
1.005000,65.532997,1682272225.000000
1.012000,2.639000,1682272226.000000
1.491000,3.138000,1682272227.000000
1.615000,2.250000,1682272228.000000
1.742000,1.450000,1682272229.000000
1.852000,0.979000,1682272230.000000
1.952000,0.891000,1682272231.000000
1.914000,0.904000,1682272232.000000
1.749000,1.142000,1682272233.000000
1.440000,1.840000,1682272234.000000
0.656000,2.197000,1682272235.000000
1.029000,1.865000,1682272236.000000
1.314000,1.689000,1682272237.000000
1.738000,1.342000,1682272238.000000
1.886000,1.078000,1682272239.000000
2.018000,1.036000,1682272240.000000
2.051000,0.965000,1682272241.000000
