-2.9529883,0.4351143,-1.5637915,8
-2.7042549,0.4368544,-1.563807,8
-2.4541172,0.4386022,-1.5638089,8
-2.2051616,0.4403427,-1.5638014,8
-1.9552306,0.4420924,-1.5637895,8
-1.7060388,0.4438402,-1.5637748,8
-1.4563035,0.4455956,-1.56376,8
-1.2069246,0.4473522,-1.5637459,8
-0.9573295,0.4491134,-1.5637346,8
-0.7078194,0.4508765,-1.5637264,8
-0.4583071,0.4526412,-1.5637222,8
-0.2087372,0.4544068,-1.5637218,8
0.0407556,0.4561716,-1.5637253,8
0.2903117,0.4579354,-1.5637323,8
0.5398478,0.4596971,-1.5637413,8
0.7893195,0.4614558,-1.5637521,8
1.0389566,0.463213,-1.5637624,8
1.2882845,0.4649657,-1.5637714,8
1.5380714,0.4667199,-1.563774,8
1.7872134,0.4684701,-1.5637678,8
2.0371823,0.4702286,-1.5637538,8
2.2861235,0.4719843,-1.5637323,8
2.5362897,0.4737575,-1.5636758,8
2.7850405,0.4755413,-1.5635659,8
3.0353755,0.4773647,-1.5634711,8
3.2840024,0.4791904,-1.5634464,8
3.5344873,0.4810549,-1.5631779,8
3.783036,0.4830329,-1.5624235,8
4.0334557,0.4851656,-1.5624054,8
4.2822153,0.4870868,-1.5639136,8
4.5327189,0.4889609,-1.5615668,8
4.7819798,0.4922788,-1.5525977,7.8764867
5.0323654,0.4977881,-1.5459909,7.514053
5.2822126,0.5042503,-1.5433586,7.1106216
5.5305962,0.5126264,-1.5279174,6.80224
5.781408,0.5266477,-1.5042598,6.4821398
6.0278813,0.5439003,-1.5014086,6.061169
6.2780084,0.5606019,-1.5064235,5.5447718
6.5272979,0.5763071,-1.5091243,4.9598321
6.7738668,0.5912763,-1.5114947,4.3118534
7.0225286,0.6046518,-1.5252021,3.6040322
7.2678126,0.6183574,-1.4774407,3.0442679
7.5162538,0.6633949,-1.2854489,2.5481461
7.7410726,0.770322,-0.9320797,2.5324005
7.8997685,0.9551278,-0.5062726,2.5165564
7.9817607,1.1905613,-0.1841779,2.7403921
8.0068825,1.4387999,-0.0496643,3.1365063
8.0185896,1.6884598,-0.0490351,3.5155994
8.0287502,1.9386772,-0.0263059,3.8535374
8.0306332,2.1853066,0.0057833,4.1604084
8.0288095,2.4377149,0.0030592,4.4426983
8.0302795,2.6846437,-0.0114689,4.7048746
8.0325597,2.9361956,-0.0029393,4.9501723
8.0307335,3.183843,0.0159368,5.1810253
8.0258551,3.4342766,0.0205985,5.3993209
8.0214474,3.6844461,0.0140174,5.6065586
8.0185645,3.9335955,0.0098111,5.803954
8.0162109,4.1850799,0.0094772,5.9925093
8.0137575,4.4345238,0.0101377,6.173063
8.0111773,4.6842497,0.0104723,6.3463255
8.0085224,4.9353348,0.0107296,6.5129049
8.0057772,5.1845206,0.0113715,6.673327
8.00281,5.4347979,0.0123413,6.8280501
7.9996308,5.6852095,0.0129694,6.9774771
7.9963861,5.9333413,0.0131035,7.1100998
7.9930913,6.1858372,0.0129624,6.6360461
7.9899433,6.4315135,0.0125954,6.136926
7.9871758,6.6849023,0.008054,5.6387698
7.9865092,6.9310307,-0.0037773,5.1138892
7.9883784,7.1841025,-0.0078852,4.5291161
7.9889225,7.4268156,0.0022366,3.8212328
7.9927509,7.6734729,-0.045011,3.1736559
8.011925,7.9307324,-0.0679192,2.3677175
8.0023133,8.1786505,0.2165236,2.3530868
7.8826071,8.3873616,0.8031045,2.3383646
7.6719356,8.5211864,1.1717819,2.4609371
7.4333397,8.5898205,1.3876602,2.9267214
7.1862148,8.6213665,1.4876398,3.3321664
6.9367809,8.6333277,1.554897,3.6890802
6.6890186,8.6314437,1.5952781,4.0104904
6.4371895,8.6244127,1.595704,4.3044028
6.190704,8.620075,1.5828725,4.576161
5.939015,8.6175892,1.5800036,4.8295457
5.6917704,8.6152888,1.5800004,5.0673509
5.4399632,8.6130906,1.5788969,5.2917124
5.1918202,8.61121,1.5779878,5.5043078
4.9405389,8.6094362,1.5778427,5.7064838
4.6915717,8.6076688,1.5779314,5.8993422
4.4414139,8.6058825,1.5779266,6.083798
4.1920095,8.604109,1.5778929,6.2606219
3.9424764,8.6023392,1.5778894,6.4304702
3.6930862,8.6005686,1.5779015,6.5939077
3.4435526,8.5987945,1.5779096,6.7514249
3.1941333,8.5970196,1.5779152,6.903451
2.9446134,8.5952425,1.5779222,7.0503644
2.695151,8.5934638,1.5779301,7.1925008
2.4456617,8.591683,1.5779376,7.3301601
2.1961846,8.5899006,1.5779444,7.4636108
1.9467055,8.5881165,1.5779497,7.5930956
1.6972142,8.5863313,1.5779534,7.7188338
1.4477391,8.5845455,1.577955,7.841025
1.1982512,8.5827595,1.5779545,7.9598514
0.9487682,8.580974,1.5779514,8
0.6992955,8.5791896,1.5779458,8
0.449793,8.5774067,1.5779375,8
0.2003501,8.5756267,1.5779265,8
-0.0491832,8.5738491,1.5779129,8
-0.2985834,8.5720762,1.5778969,8
-0.5481585,8.5703062,1.5778786,8
-0.7975411,8.5685425,1.5778584,8
-1.04713,8.5667825,1.5778366,8
-1.2965154,8.5650296,1.5778139,8
-1.5460978,8.563281,1.5777904,8
-1.7954952,8.5615396,1.5777669,8
-2.0450563,8.5598029,1.5777437,8
-2.2944739,8.5580728,1.5777225,8
-2.5440107,8.5563469,1.5777033,8
-2.7934573,8.5546261,1.5776865,8
-3.0429707,8.5529087,1.5776724,8
-3.29245,8.5511944,1.5776634,8
-3.5419014,8.549482,1.5776597,8
-3.7914039,8.5477695,1.5776613,8
-4.0407963,8.5460566,1.5776682,8
-4.290313,8.5443408,1.5776774,8
-4.5396977,8.5426234,1.5776882,8
-4.7892164,8.5409023,1.5776993,8
-5.0386117,8.5391794,1.5777103,8
-5.2881194,8.537453,1.5777198,8
-5.5375334,8.5357252,1.5777273,8
-5.7870196,8.5339953,1.5777321,8
-6.0364643,8.5322649,1.5777338,8
-6.2859194,8.5305345,1.5777319,8
-6.5354041,8.5288047,1.5777263,8
-6.7848188,8.5270774,1.5777167,8
