2.668334,-0.7953034,-1.4849179,4.1565134,0.5
3.1873815,-0.7528773,-1.4908423,4.6148965,0.5
3.664061,-0.7121866,-1.4769404,5.0732797,0.5
4.146444,-0.6602559,-1.4492569,5.5811211,0.5
4.6489017,-0.5904007,-1.4153172,6.093003,0.5
5.1346266,-0.5052717,-1.3788306,6.6191454,0.5
5.6255915,-0.3997475,-1.3388376,7.1481803,0.5
6.1105967,-0.2742799,-1.2961512,7.6796221,0.5
6.5873829,-0.1286136,-1.2521087,8.2129848,0.5
7.0610518,0.0399438,-1.2052231,8.7282417,0.5
7.523075,0.2298452,-1.155975,9.1499093,0.5
7.9739777,0.4425251,-1.1034896,9.5715768,0.5
8.4148706,0.6808486,-1.0461662,9.266385,0.5
8.8385325,0.9436911,-0.9839236,8.7039868,0.5
9.2425449,1.2323364,-0.9154363,8.154846,0.5
9.6250205,1.5515333,-0.832626,7.6297808,0.5
9.977378,1.9040948,-0.7355136,7.1055908,0.5
10.2884412,2.2868227,-0.6273492,6.6529371,0.5
10.4,2.8,-0.5055381,6.2002835,0.5
10.6,3.23,-0.3780848,5.7742707,0.5
10.7,3.67,-0.2545508,5.3647379,0.5
10.8,4.2,-0.128452,4.9703806,0.5
10.8,4.6280013,0.0025249,4.6856379,0.5
10.9,5.1,0.1416447,4.4008952,0.5
10.9088835,5.6155336,0.2957543,4.1383957,0.5
10.7256753,6.0809354,0.4562891,3.8889378,0.5
10.4681655,6.5072831,0.6332,3.621633,0.5
10.1280112,6.8924784,0.81247,3.3039712,0.5
9.748475,7.1934801,0.9937898,2.9880798,0.5
9.2974357,7.4243979,1.1971337,2.6807913,0.5
8.846589,7.5633726,1.3506939,2.505368,0.5
8.3592236,7.62826,1.5160507,2.4262657,0.5
7.8699054,7.6157368,1.6835738,2.355527,0.5
7.3762769,7.508301,1.8853661,2.2890933,0.5
6.9181097,7.3156734,2.0458811,2.2272905,0.5
6.4842674,7.052569,2.1860244,2.1676131,0.5
6.1055259,6.736444,2.3539125,2.1113033,0.5
5.94,6.18,2.5677964,2.0346061,0.5
5.83,5.84,2.6922758,1.6184592,0.5
5.77,5.39,2.6679544,1.2023123,0.5
5.56,5.04,2.5037569,1.0404397,0.5
5.16,4.77,2.5037569,1.0404397,0.5
4.7356446,4.6582168,2.3056389,1.0892327,0.5
4.3410296,4.3657379,2.1154194,1.1526751,0.5
3.9119533,4.1477815,1.975698,1.2832454,0.5
3.434024,3.971044,1.8822926,1.4138157,0.5
2.9559992,3.8319606,1.8319041,1.8511369,0.5
2.4776734,3.7093274,1.8167993,2.4800025,0.5
1.9830874,3.5827133,1.8305461,3.1088681,0.5
1.4918183,3.4424709,1.8729919,3.2743491,0.5
1.0150243,3.2741934,1.9546413,3.2467249,0.5
0.5711223,3.0629236,2.0854489,3.2191007,0.5
0.1683165,2.7827543,2.2822843,3.2524832,0.5
-0.1596825,2.4219413,2.5320604,3.3122738,0.5
-0.3889221,1.972922,2.8041501,3.3720644,0.5
-0.4940008,1.503872,3.0346624,3.3515574,0.5
-0.4880894,1.0080694,-3.0063378,3.3177472,0.5
-0.3494902,0.5183172,-2.7172904,3.283937,0.5
-0.0754127,0.0994727,-2.4160963,3.2790442,0.5
0.2985342,-0.2363452,-2.2017627,3.299552,0.5
0.7369742,-0.5024731,-2.0357557,3.3200599,0.5
1.23,-0.58,-1.883055,3.3405678,0.5
1.8,-0.694,-1.6880086,3.3441931,0.5
2.22,-0.754,-1.5378092,3.3441931,0.5
2.668334,-0.7953034,-1.4849179,4.1565134,0.5
