9.38172,7.809822,2.71615,4.0,0.75,1682272012
8.33,7.91,-2.933037,4.0,1,1682272013
7.715727,7.220639,-2.357747,4.0,1,1682272014
7.113442,6.513903,-2.247829,4.5,1,1682272015
6.52424,5.853128,-2.246215,4.5,1.5,1682272016
5.826799,5.166037,-2.412374,5.0,1.5,1682272017
4.915329,4.613104,-2.660942,5.0,1.5,1682272018
4.150072,4.220921,-2.794429,5.0,1.5,1682272019
3.175238,3.940181,-2.815265,5.0,1.5,1682272020
2.252781,3.714827,-2.780442,4.5,1,1682272021
1.493991,3.201009,-2.429696,4.5,0.75,1682272022
1.057344,2.386954,-1.937216,4.0,0.75,1682272023
1.37,1.48,-1.423582,4.0,0.75,1682272024
2.31,0.588,-1.037151,4.0,1,1682272025
3.24,0.173,-0.737461,4.0,1,1682272026
4.44,-0.314,-0.468555,4.5,1,1682272027
5.96,-0.579,-0.216295,5.0,1.2,1682272028
6.87,-0.546,-0.091649,5.0,1.3,1682272029
7.58,-0.192,-0.091649,5.0,1.3,1682272029
8.21,0.313,0.105771,5.0,1.3,1682272030
8.79,1.05,0.812411,5.0,1.3,1682272033
9.11,1.76,0.67578,5.0,1.3,1682272033
9.45,2.51,0.928096,5.0,1.5,1682272034
9.64,3.41,0.928096,5.0,1.5,1682272034
9.87,4.33,1.099845,5.0,1.5,1682272035
9.92,5.81,1.099845,4.0,1.2,1682272035
9.81,6.82,1.099845,4.0,1.2,1682272035
