0.0,0.0
2.591,0.002
5.876,-0.034
7.767,-0.013
9.478,-0.140
9.782,1.376
9.875,2.811
9.852,4.503
9.877,6.272
9.898,7.763
9.498,8.547
7.850,8.637
6.091,8.598
4.079,8.661
2.084,8.654
-0.652,8.643
-2.661,8.629
-5.612,8.561
-8.615,8.578
-10.831,8.643
-12.552,8.751
-13.705,8.790
-13.697,7.741
-13.680,6.230
-13.719,4.922
-13.690,3.562
-13.711,1.892
-13.715,0.674
-13.314,-0.114
-12.260,-0.148
-11.004,-0.067
-9.075,-0.041
-6.828,0.044
-4.640,-0.066
-2.101,0.029
