2.264000,0.713000,1682044339.000000
65.532997,65.532997,1682044340.000000
2.193000,0.725000,1682044341.000000
2.136000,0.704000,1682044342.000000
2.020000,1.039000,1682044343.000000
1.903000,2.117000,1682044344.000000
2.155000,4.135000,1682044345.000000
8.912000,4.257000,1682044346.000000
0.902000,2.623000,1682044347.000000
1.253000,1.927000,1682044348.000000
1.645000,1.484000,1682044349.000000
2.183000,1.076000,1682044350.000000
3.242000,0.977000,1682044351.000000
3.184000,1.478000,1682044352.000000
2.506000,2.044000,1682044353.000000
1.911000,2.571000,1682044354.000000
1.642000,65.532997,1682044355.000000
0.663000,3.173000,1682044356.000000
0.691000,3.187000,1682044357.000000
1.264000,2.480000,1682044358.000000
1.471000,1.478000,1682044359.000000
1.860000,1.030000,1682044360.000000
2.244000,0.665000,1682044361.000000
2.425000,0.344000,1682044362.000000
2.317000,0.459000,1682044363.000000
2.202000,1.136000,1682044364.000000
2.024000,2.342000,1682044365.000000
0.469000,2.316000,1682044366.000000
0.592000,2.343000,1682044367.000000
0.726000,2.084000,1682044368.000000
1.044000,1.901000,1682044369.000000
1.220000,1.737000,1682044370.000000
1.402000,1.633000,1682044371.000000
1.464000,1.410000,1682044372.000000
1.487000,1.309000,1682044373.000000
