1.551000,1.470000,1682037982.000000
1.539000,1.465000,1682037983.000000
1.577000,1.469000,1682037984.000000
1.559000,1.471000,1682037985.000000
1.557000,1.463000,1682037986.000000
1.542000,1.473000,1682037987.000000
1.563000,1.457000,1682037988.000000
1.474000,1.465000,1682037989.000000
1.405000,1.457000,1682037990.000000
1.352000,1.441000,1682037991.000000
4.603000,1.444000,1682037992.000000
1.714000,2.238000,1682037993.000000
65.532997,4.089000,1682037994.000000
2.409000,4.242000,1682037995.000000
1.105000,2.102000,1682037996.000000
1.185000,1.713000,1682037997.000000
1.171000,1.712000,1682037998.000000
1.222000,2.608000,1682037999.000000
2.273000,1.555000,1682038000.000000
2.524000,1.508000,1682038001.000000
2.306000,1.524000,1682038002.000000
2.267000,1.566000,1682038003.000000
2.157000,1.920000,1682038004.000000
1.867000,2.536000,1682038005.000000
1.833000,2.557000,1682038006.000000
1.589000,2.062000,1682038007.000000
1.565000,2.181000,1682038008.000000
5.755000,2.009000,1682038009.000000
1.232000,1.598000,1682038010.000000
1.229000,1.487000,1682038011.000000
1.235000,1.481000,1682038012.000000
1.228000,1.477000,1682038013.000000
1.199000,1.421000,1682038014.000000
1.153000,1.338000,1682038015.000000
1.102000,1.260000,1682038016.000000
1.383000,1.914000,1682038017.000000
1.173000,1.581000,1682038018.000000
1.354000,1.544000,1682038019.000000
1.336000,1.541000,1682038020.000000
1.450000,1.570000,1682038021.000000
1.475000,1.593000,1682038022.000000
1.424000,1.498000,1682038023.000000
