2.6413246,0.3254321,-1.4345185,3.0434136,1.75
3.0933823,0.0583593,-1.4603063,3.5883314,1.75
3.5022606,-0.1649724,-1.4773429,4.1332493,1.75
3.9309523,-0.3580733,-1.4769083,4.7215705,1.75
4.4137019,-0.5188731,-1.4603514,5.314394,1.75
4.8896522,-0.6179024,-1.4325811,5.8862606,1.75
5.3824617,-0.6659613,-1.3951506,6.4536671,1.75
5.8878749,-0.6654386,-1.3504991,6.9804256,1.25
6.3669453,-0.6231118,-1.30245,7.4732888,1
6.861138,-0.5423127,-1.2496214,7.9577485,1
7.3487268,-0.4301502,-1.1920853,8.3834893,1
7.8145258,-0.2943917,-1.1278261,8.8092301,1
8.2852971,-0.1268286,-1.0560222,8.8083596,1
8.7501558,0.0715595,-0.978356,8.580652,1.25
9.1892526,0.2915078,-0.8938865,8.3158551,1.75
9.6199154,0.5391858,-0.80101,7.9050174,1.75
10.0369719,0.8116358,-0.7011555,7.4941796,1.75
10.4400172,1.1100423,-0.5957009,7.0432879,1.75
10.819117,1.4315162,-0.4847148,6.5820009,1.75
11.1680114,1.7760531,-0.3708022,6.1075633,1.75
11.490321,2.1554927,-0.260134,5.610418,1.75
11.7792746,2.5657554,-0.1484686,5.1132727,1.75
12.0270389,2.9886985,-0.0306066,4.727288,1.75
12.2361187,3.4199562,0.0999758,4.3587881,1.75
12.3942108,3.8681452,0.2499016,4.0304784,1.75
12.4693304,4.352752,0.4099127,3.770838,1.25
12.4386027,4.8623299,0.5799086,3.5111976,1.15
12.3260752,5.3388295,0.7668856,3.166053,1
12.1430574,5.8163156,0.9386216,2.8205432,1
11.8999707,6.2559013,1.1514999,2.286933,1
11.5812383,6.6457638,1.3101536,1.8737123,1
11.1872531,6.9567584,1.4891196,1.7828174,1
10.7598786,7.182594,1.6398422,1.7008323,1
10.3075413,7.3587439,1.8421758,1.6208852,1
9.8167357,7.5131418,2.0120723,1.5464424,1
9.3384298,7.6271506,2.1641218,1.4722903,1
8.8662219,7.6971425,2.3166276,1.4002577,1
8.3707681,7.7161462,2.4984188,1.3282252,1
7.8845298,7.6835079,2.6449615,1.2510581,1
7.4068921,7.6151804,2.6651948,1.1725537,1
6.9220777,7.521824,2.3917599,1.073884,1
6.4264828,7.4097594,2.1869107,1.0402458,1.15
5.9516503,7.2914325,2.02603,1.426114,1.25
5.4748501,7.1598475,1.9533146,1.8416852,1.75
4.9965884,7.0112577,1.9470791,2.0805315,1.75
4.5318515,6.8473028,1.9367197,2.0877302,1.75
4.0717267,6.6616787,1.9098197,2.0949289,1.75
3.6221037,6.452355,1.8954025,1.880515,1.25
3.1864557,6.2157255,1.9345636,1.6106482,1
2.7708329,5.9490309,2.0273342,1.3407814,1
2.378597,5.648287,2.1812076,1.350977,1
2.0144089,5.3120758,2.4091725,1.4050751,1
1.6835875,4.9432297,2.7058218,1.4591732,1
1.3944108,4.5487318,2.9804199,1.7225517,1
1.1652712,4.1405201,-3.0328631,2.0001979,1
1.0100132,3.6821915,-2.7356637,2.2778441,1
0.9569608,3.1520752,-2.4504955,2.2981981,1
1.0007174,2.6759114,-2.2368741,2.1796482,1
1.1152376,2.1791717,-2.0529207,2.0610984,1
1.2916623,1.7009024,-1.8624045,1.9425485,1
1.5246439,1.2749032,-1.6321827,1.9390239,1
1.8850723,0.8544992,-1.4806946,1.9390239,1
2.2728328,0.5519736,-1.4345185,3.0434136,1.25
2.6413246,0.3254321,-1.4345185,3.0434136,1.25
