1.767000,1.235000,1682038191.000000
1.728000,1.242000,1682038192.000000
1.738000,1.246000,1682038193.000000
1.777000,1.225000,1682038194.000000
1.714000,1.143000,1682038195.000000
1.664000,1.179000,1682038196.000000
4.999000,1.359000,1682038197.000000
1.602000,4.764000,1682038198.000000
1.599000,3.629000,1682038199.000000
5.057000,2.958000,1682038200.000000
1.199000,2.040000,1682038201.000000
1.129000,1.826000,1682038202.000000
1.257000,1.646000,1682038203.000000
1.597000,1.491000,1682038204.000000
2.929000,1.387000,1682038205.000000
2.616000,1.393000,1682038206.000000
2.323000,1.593000,1682038207.000000
2.140000,1.784000,1682038208.000000
5.277000,1.882000,1682038209.000000
1.971000,65.532997,1682038210.000000
1.648000,2.224000,1682038211.000000
1.539000,2.067000,1682038212.000000
65.532997,2.252000,1682038213.000000
1.543000,1.544000,1682038214.000000
1.566000,1.152000,1682038215.000000
1.646000,1.032000,1682038216.000000
1.621000,1.074000,1682038217.000000
1.679000,1.028000,1682038218.000000
1.780000,0.913000,1682038219.000000
1.804000,0.870000,1682038220.000000
1.733000,1.058000,1682038221.000000
1.481000,1.523000,1682038222.000000
1.440000,1.180000,1682038223.000000
1.591000,1.191000,1682038224.000000
1.724000,1.181000,1682038225.000000
2.056000,0.864000,1682038226.000000
2.088000,0.957000,1682038227.000000
2.067000,0.919000,1682038228.000000
2.064000,0.882000,1682038229.000000
2.013000,0.807000,1682038230.000000
