1.352000,1.333000,1682043708.000000
1.354000,1.342000,1682043709.000000
1.355000,1.320000,1682043710.000000
1.352000,1.336000,1682043711.000000
1.352000,1.314000,1682043712.000000
1.376000,1.311000,1682043713.000000
1.380000,1.317000,1682043714.000000
1.374000,1.316000,1682043715.000000
1.348000,1.309000,1682043716.000000
1.316000,1.411000,1682043717.000000
1.503000,1.605000,1682043718.000000
1.503000,1.408000,1682043719.000000
1.511000,1.357000,1682043720.000000
1.466000,1.330000,1682043721.000000
1.543000,1.351000,1682043722.000000
1.580000,1.319000,1682043723.000000
1.555000,1.367000,1682043724.000000
1.522000,1.365000,1682043725.000000
1.406000,1.382000,1682043726.000000
4.612000,1.441000,1682043727.000000
5.323000,2.316000,1682043728.000000
65.532997,3.837000,1682043729.000000
2.173000,3.189000,1682043730.000000
1.631000,2.036000,1682043731.000000
1.279000,1.603000,1682043732.000000
1.332000,1.541000,1682043733.000000
1.320000,1.550000,1682043734.000000
1.327000,65.532997,1682043735.000000
1.983000,3.105000,1682043736.000000
1.841000,2.097000,1682043737.000000
1.825000,1.994000,1682043738.000000
1.821000,2.016000,1682043739.000000
1.853000,1.984000,1682043740.000000
2.260000,2.505000,1682043741.000000
1.777000,2.423000,1682043742.000000
1.707000,65.532997,1682043743.000000
3.822000,2.001000,1682043744.000000
1.683000,2.099000,1682043745.000000
5.905000,1.251000,1682043746.000000
1.383000,1.321000,1682043747.000000
1.344000,1.356000,1682043748.000000
