65.532997,0.595000,1682044020.000000
65.532997,0.595000,1682044021.000000
65.532997,0.549000,1682044022.000000
2.293000,0.574000,1682044023.000000
2.343000,0.616000,1682044024.000000
2.283000,1.470000,1682044025.000000
1.875000,3.255000,1682044026.000000
0.558000,4.900000,1682044027.000000
1.305000,4.505000,1682044028.000000
1.413000,2.192000,1682044029.000000
1.794000,1.464000,1682044030.000000
2.306000,0.960000,1682044031.000000
3.163000,0.943000,1682044032.000000
3.445000,1.578000,1682044033.000000
2.451000,1.920000,1682044034.000000
1.937000,2.343000,1682044035.000000
1.587000,3.354000,1682044036.000000
1.010000,3.175000,1682044037.000000
0.981000,2.608000,1682044038.000000
1.765000,3.285000,1682044039.000000
1.926000,1.655000,1682044040.000000
2.026000,0.934000,1682044041.000000
2.089000,0.612000,1682044042.000000
2.098000,0.606000,1682044043.000000
2.105000,0.578000,1682044044.000000
2.016000,0.742000,1682044045.000000
1.800000,1.406000,1682044046.000000
1.346000,2.288000,1682044047.000000
0.764000,2.050000,1682044048.000000
1.032000,1.966000,1682044049.000000
1.211000,1.642000,1682044050.000000
1.598000,1.436000,1682044051.000000
1.922000,1.159000,1682044052.000000
2.122000,0.862000,1682044053.000000
2.215000,0.706000,1682044054.000000
