65.532997,0.664000,1682044187.000000
65.532997,0.659000,1682044188.000000
2.304000,0.652000,1682044189.000000
2.279000,65.532997,1682044190.000000
2.271000,0.664000,1682044191.000000
2.159000,0.826000,1682044192.000000
2.038000,1.732000,1682044193.000000
1.631000,5.300000,1682044194.000000
3.914000,4.509000,1682044195.000000
1.492000,3.836000,1682044196.000000
1.577000,1.842000,1682044197.000000
1.853000,1.262000,1682044198.000000
2.438000,0.875000,1682044199.000000
3.767000,0.858000,1682044200.000000
3.233000,1.372000,1682044201.000000
2.584000,1.863000,1682044202.000000
2.028000,2.458000,1682044203.000000
1.617000,65.532997,1682044204.000000
0.990000,2.926000,1682044205.000000
0.969000,2.610000,1682044206.000000
1.495000,3.462000,1682044207.000000
1.747000,1.512000,1682044208.000000
1.861000,0.947000,1682044209.000000
1.950000,0.760000,1682044210.000000
2.063000,0.635000,1682044211.000000
2.055000,0.612000,1682044212.000000
1.924000,0.938000,1682044213.000000
1.609000,1.683000,1682044214.000000
0.894000,2.316000,1682044215.000000
1.162000,1.882000,1682044216.000000
1.486000,1.607000,1682044217.000000
1.971000,1.136000,1682044218.000000
2.202000,0.888000,1682044219.000000
2.363000,0.649000,1682044220.000000
2.380000,0.569000,1682044221.000000
