0.414000,2.523000,1682038087.000000
0.427000,2.525000,1682038088.000000
0.429000,2.523000,1682038089.000000
0.416000,2.527000,1682038090.000000
0.433000,2.484000,1682038091.000000
0.409000,2.382000,1682038092.000000
3.654000,2.330000,1682038093.000000
65.532997,5.384000,1682038094.000000
1.635000,4.000000,1682038095.000000
1.431000,1.862000,1682038096.000000
1.953000,1.329000,1682038097.000000
2.525000,0.826000,1682038098.000000
3.652000,0.823000,1682038099.000000
3.436000,1.431000,1682038100.000000
2.669000,2.017000,1682038101.000000
2.049000,2.817000,1682038102.000000
1.467000,65.532997,1682038103.000000
5.589000,3.244000,1682038104.000000
0.630000,4.004000,1682038105.000000
0.579000,2.072000,1682038106.000000
0.526000,2.166000,1682038107.000000
0.472000,2.249000,1682038108.000000
0.458000,2.228000,1682038109.000000
0.529000,2.118000,1682038110.000000
0.520000,1.950000,1682038111.000000
0.363000,2.503000,1682038112.000000
0.396000,2.451000,1682038113.000000
0.396000,2.411000,1682038114.000000
0.484000,2.254000,1682038115.000000
0.458000,65.532997,1682038116.000000
0.451000,2.471000,1682038117.000000
0.425000,2.373000,1682038118.000000
0.415000,2.368000,1682038119.000000
